ID,Wort (Deutsch),Artikel,Plural,Wortart,Bedeutung (Indonesisch),Niveau,Thema (Netzwerk Neu),Beispielsatz (Deutsch),Beispielsatz (Indonesisch)
"seed-97","Aufwand","der","die Aufwände","Nomen","Upaya pengorbanan / Biaya tenaga & waktu","B2","Kapitel 10","Der zeitliche Aufwand hat sich am Ende voll und ganz gelohnt.","Pengorbanan waktu pada akhirnya sungguh-sungguh terbayar lunas."
"a1-sec-1","Auf Wiedersehen","","","Redemittel","Sampai jumpa lagi (formal)","A1","Netzwerk Neu A1 - Kapitel 1","Auf Wiedersehen, bis morgen!","Sampai jumpa lagi, sampai besok!"
"a1-sec-2","Tschüss","","","Redemittel","Dadah / Sampai jumpa (santai)","A1","Netzwerk Neu A1 - Kapitel 1","Tschüss, machs gut!","Dadah, hati-hati ya!"
"a1-sec-3","bitte","","","Adverb","Tolong / Silakan / Sama-sama","A1","Netzwerk Neu A1 - Kapitel 1","Eine Tasse Tee, bitte.","Secangkir teh, tolong."
"a1-sec-4","danke","","","Redemittel","Terima kasih","A1","Netzwerk Neu A1 - Kapitel 1","Danke schön für Ihre Hilfe.","Terima kasih banyak atas bantuan Anda."
"a1-sec-5","Entschuldigung","die","die Entschuldigungen","Nomen","Permisi / Maaf","A1","Netzwerk Neu A1 - Kapitel 1","Entschuldigung, ist dieser Platz noch frei?","Permisi, apakah tempat duduk ini masih kosong?"
"a1-sec-6","freuen","","","Verb","Senang / Bergembira","A1","Netzwerk Neu A1 - Kapitel 1","Sehr erfreut, Sie kennenzulernen!","Sangat senang bisa berkenalan dengan Anda!"
"a1-sec-7","Buchstabe","der","die Buchstaben","Nomen","Huruf","A1","Netzwerk Neu A1 - Kapitel 1","Wie buchstabiert man das?","Bagaimana mengeja huruf itu?"
"a1-sec-8","Zahl","die","die Zahlen","Nomen","Angka / Bilangan","A1","Netzwerk Neu A1 - Kapitel 1","Die Zahlen von eins bis zehn sind leicht.","Angka satu sampai sepuluh sangat mudah."
"a1-sec-9","eins","","","Adverb","Satu","A1","Netzwerk Neu A1 - Kapitel 1","Eins plus eins ist zwei.","Satu tambah satu adalah dua."
"a1-sec-10","zwei","","","Adverb","Dua","A1","Netzwerk Neu A1 - Kapitel 1","Ich habe zwei Brüder.","Saya punya dua saudara laki-laki."
"a1-sec-11","drei","","","Adverb","Tiga","A1","Netzwerk Neu A1 - Kapitel 1","Der Kurs dauert drei Monate.","Kursus ini berlangsung tiga bulan."
"a1-sec-12","Familie","die","die Familien","Nomen","Keluarga","A1","Netzwerk Neu A1 - Kapitel 1","Meine Familie lebt in Jakarta.","Keluarga saya tinggal di Jakarta."
"a1-sec-13","Vater","der","die Väter","Nomen","Ayah","A1","Netzwerk Neu A1 - Kapitel 1","Mein Vater kocht am Sonntag gern.","Ayah saya suka memasak di hari Minggu."
"a1-sec-14","Mutter","die","die Mütter","Nomen","Ibu","A1","Netzwerk Neu A1 - Kapitel 1","Meine Mutter liest gern Romane.","Ibu saya suka membaca novel."
"a1-sec-15","Kind","das","die Kinder","Nomen","Anak","A1","Netzwerk Neu A1 - Kapitel 1","Die Kinder spielen fröhlich im Garten.","Anak-anak bermain riang di taman."
"a1-sec-16","Sohn","der","die Söhne","Nomen","Anak laki-laki","A1","Netzwerk Neu A1 - Kapitel 1","Ihr Sohn geht schon zur Schule.","Anak laki-lakinya sudah masuk sekolah."
"a1-sec-17","Tochter","die","die Töchter","Nomen","Anak perempuan","A1","Netzwerk Neu A1 - Kapitel 1","Unsere Tochter studiert in München.","Anak perempuan kami kuliah di Munich."
"a1-sec-18","Bruder","der","die Brüder","Nomen","Saudara laki-laki","A1","Netzwerk Neu A1 - Kapitel 1","Mein älterer Bruder ist Arzt.","Kakak laki-laki saya seorang dokter."
"a1-sec-19","Schwester","die","die Schwestern","Nomen","Saudara perempuan","A1","Netzwerk Neu A1 - Kapitel 1","Sie telefoniert mit ihrer Schwester.","Dia sedang bertelepon dengan saudara perempuannya."
"a1-sec-20","Eltern","","die Eltern","Nomen","Orang tua","A1","Netzwerk Neu A1 - Kapitel 1","Meine Eltern besuchen mich bald.","Orang tua saya akan segera mengunjungi saya."
"a1-sec-1","Kellner","der","die Kellner","Nomen","Pelayan restoran (pria)","A1","Netzwerk Neu A1 - Kapitel 3","Der Kellner bringt die Speisekarte.","Pelayan membawakan buku menu."
"a1-sec-2","Rechnung","die","die Rechnungen","Nomen","Tagihan / Bon pembayaran","A1","Netzwerk Neu A1 - Kapitel 3","Wir möchten bitte die Rechnung.","Kami minta tagihannya, tolong."
"a1-sec-3","Speisekarte","die","die Speisekarte","Nomen","Buku menu makanan","A1","Netzwerk Neu A1 - Kapitel 3","Haben Sie eine Speisekarte auf Englisch?","Apakah Anda punya buku menu dalam bahasa Inggris?"
"a1-sec-4","Suppe","die","die Suppen","Nomen","Sup","A1","Netzwerk Neu A1 - Kapitel 3","Die Gemüsesuppe schmeckt köstlich.","Sup sayur ini rasanya lezat."
"a1-sec-5","Salat","der","die Salate","Nomen","Salad","A1","Netzwerk Neu A1 - Kapitel 3","Ich nehme einen gemischten Salat.","Saya mau satu salad campur."
"a1-sec-6","Fleisch","das","kein Plural","Nomen","Daging","A1","Netzwerk Neu A1 - Kapitel 3","Isst du gern Hähnchenfleisch?","Apakah kamu suka makan daging ayam?"
"a1-sec-7","Fisch","der","die Fische","Nomen","Ikan","A1","Netzwerk Neu A1 - Kapitel 3","Freitags essen viele Deutschen Fisch.","Pada hari Jumat banyak orang Jerman makan ikan."
"a1-sec-8","Reis","der","kein Plural","Nomen","Nasi / Beras","A1","Netzwerk Neu A1 - Kapitel 3","In Asien isst man täglich Reis.","Di Asia orang makan nasi setiap hari."
"a1-sec-9","Nudel","die","die Nudeln","Nomen","Mie / Pasta","A1","Netzwerk Neu A1 - Kapitel 3","Kinder lieben Nudeln mit Tomatensauce.","Anak-anak menyukai mie dengan saus tomat."
"a1-sec-10","Gemüse","das","kein Plural","Nomen","Sayuran","A1","Netzwerk Neu A1 - Kapitel 3","Frisches Gemüse ist voller Vitamine.","Sayuran segar penuh dengan vitamin."
"a1-sec-11","Obst","das","kein Plural","Nomen","Buah-buahan","A1","Netzwerk Neu A1 - Kapitel 3","Wir kaufen Obst auf dem Wochenmarkt.","Kami membeli buah di pasar mingguan."
"a1-sec-12","Zucker","der","kein Plural","Nomen","Gula","A1","Netzwerk Neu A1 - Kapitel 3","Trinken Sie Tee mit oder ohne Zucker?","Apakah Anda minum teh dengan atau tanpa gula?"
"a1-sec-13","Salz","das","kein Plural","Nomen","Garam","A1","Netzwerk Neu A1 - Kapitel 3","Reichst du mir bitte das Salz?","Bisakah kamu mengoper garam untuk saya?"
"a1-sec-14","Pfeffer","der","kein Plural","Nomen","Lada / Merica","A1","Netzwerk Neu A1 - Kapitel 3","Die Suppe braucht noch etwas Pfeffer.","Sup ini masih butuh sedikit lada."
"a1-sec-15","Öl","das","die Öle","Nomen","Minyak","A1","Netzwerk Neu A1 - Kapitel 3","Olivenöl ist gesund für das Herz.","Minyak zaitun sehat untuk jantung."
"a1-sec-16","lecker","","","Adjektiv","Lezat / Enak","A1","Netzwerk Neu A1 - Kapitel 3","Das deutsche Vollkornbrot ist sehr lecker.","Roti gandum Jerman sangat lezat."
"a1-sec-17","durstig","","","Adjektiv","Haus","A1","Netzwerk Neu A1 - Kapitel 3","Nach dem Sport bin ich sehr durstig.","Setelah berolahraga saya sangat haus."
"a1-sec-18","hungrig","","","Adjektiv","Lapar","A1","Netzwerk Neu A1 - Kapitel 3","Wann essen wir? Ich bin hungrig.","Kapan kita makan? Saya lapar."
"a1-sec-19","trinken","","","Verb","Minum","A1","Netzwerk Neu A1 - Kapitel 3","Man sollte zwei Liter Wasser am Tag trinken.","Seseorang semestinya minum dua liter air sehari."
"a1-sec-20","kochen","","","Verb","Memasak","A1","Netzwerk Neu A1 - Kapitel 3","Heute koche ich indonesisches Rendang.","Hari ini saya memasak Rendang Indonesia."
"a2-sec-1","Balkon","der","die Balkone","Nomen","Balkon","A2","Netzwerk Neu A2 - Kapitel 5","Im Sommer frühstücken wir auf dem Balkon.","Di musim panas kami sarapan di balkon."
"a2-sec-2","Aufzug","der","die Aufzüge","Nomen","Lift / Elevator","A2","Netzwerk Neu A2 - Kapitel 5","Das Gebäude hat einen modernen Aufzug.","Gedung ini memiliki lift yang modern."
"a2-sec-3","Heizung","die","die Heizungen","Nomen","Pemanas ruangan","A2","Netzwerk Neu A2 - Kapitel 5","Im Winter schalten wir die Heizung an.","Di musim dingin kami menyalakan pemanas."
"b1-sec-1","Lebenslauf","der","die Lebensläufe","Nomen","Daftar riwayat hidup (CV)","B1","Netzwerk Neu B1 - Kapitel 2","Fügen Sie bitte Ihren aktuellen Lebenslauf bei.","Tolong lampirkan CV terbaru Anda."
"b1-sec-2","Vorstellungsgespräch","das","die Vorstellungsgespräche","Nomen","Wawancara kerja","B1","Netzwerk Neu B1 - Kapitel 2","Das Vorstellungsgespräch verlief sehr positiv.","Wawancara kerja berjalan sangat positif."
"b1-sec-3","Überstunde","die","die Überstunden","Nomen","Lembur / Jam kerja ekstra","B1","Netzwerk Neu B1 - Kapitel 2","Er macht oft Überstunden im Büro.","Dia sering lembur di kantor."
"b2-sec-1","Globalisierung","die","kein Plural","Nomen","Globalisasi","B2","Netzwerk Neu B2 - Kapitel 3","Die Globalisierung vernetzt Märkte weltweit.","Globalisasi menghubungkan pasar di seluruh dunia."
"b2-sec-2","Erkenntnis","die","die Erkenntnisse","Nomen","Wawasan ilmiah / Penemuan pemikiran","B2","Netzwerk Neu B2 - Kapitel 3","Diese wissenschaftliche Erkenntnis revolutioniert die Medizin.","Wawasan ilmiah ini merevolusi bidang kedokteran."
"b2-sec-3","Konsequenz","die","die Konsequenzen","Nomen","Konsekuensi / Akibat logis","B2","Netzwerk Neu B2 - Kapitel 3","Jede Handlung zieht Konsequenzen nach sich.","Setiap tindakan membawa konsekuensinya masing-masing."
"hfb-189","Sonne","die","die Sonnen","Nomen","Matahari","A1","Netzwerk Neu A1","Die Sonne scheint warm am Himmel.","Matahari bersinar hangat di langit."
"hfb-190","Mond","der","die Monde","Nomen","Bulan (angkasa)","A1","Netzwerk Neu A1","Der Mond ist heute Nacht voll.","Bulan purnama malam ini."
"hfb-191","Stern","der","die Sterne","Nomen","Bintang","A1","Netzwerk Neu A1","Man sieht tausende Sterne am Nachthimmel.","Tampak ribuan bintang di langit malam."
"hfb-192","Himmel","der","die Himmel","Nomen","Langit","A1","Netzwerk Neu A1","Der Himmel über Hamburg ist blau.","Langit di atas Hamburg berwarna biru."
"hfb-193","Baum","der","die Bäume","Nomen","Pohon","A1","Netzwerk Neu A1","Im Park steht ein uralter Baum.","Di taman berdiri sebatang pohon kuno."
"hfb-194","Blume","die","die Blumen","Nomen","Bunga","A1","Netzwerk Neu A1","Er schenkt ihr bunte Blumen zum Geburtstag.","Dia memberinya bunga warna-warni untuk ulang tahunnya."
"hfb-195","Garten","der","die Gärten","Nomen","Kebun / Taman rumah","A1","Netzwerk Neu A1","Im Garten wachsen Tomaten und Kräuter.","Di kebun tumbuh tomat dan tanaman herbal."
"hfb-196","Hund","der","die Hunde","Nomen","Anjing","A1","Netzwerk Neu A1","Der treue Hund wartet an der Haustür.","Anjing yang setia itu menunggu di pintu rumah."
"hfb-197","Katze","die","die Katzen","Nomen","Kucing","A1","Netzwerk Neu A1","Die Katze schläft auf dem Sofa.","Kucing itu tidur di atas sofa."
"hfb-198","Vogel","der","die Vögel","Nomen","Burung","A1","Netzwerk Neu A1","Die Vögel singen frühmorgens im Wald.","Burung-burung bernyanyi pagi-pagi di hutan."
"hfb-199","Fahrkarte","die","die Fahrkarten","Nomen","Tiket perjalanan","A2","Netzwerk Neu A2","Ich kaufe die Fahrkarte am Automaten.","Saya membeli tiket di mesin tiket."
"hfb-200","Gleis","das","die Gleise","Nomen","Peron / Jalur rel kereta","A2","Netzwerk Neu A2","Der ICE nach Frankfurt fährt auf Gleis 4 ein.","Kereta ICE ke Frankfurt masuk di jalur peron 4."
"hfb-201","Verspätung","die","die Verspätungen","Nomen","Keterlambatan","A2","Netzwerk Neu A2","Wegen einer Weichenstörung hat der Zug 15 Minuten Verspätung.","Karena gangguan rel kereta terlambat 15 menit."
"hfb-202","Gepäck","das","kein Plural","Nomen","Bagasi / Barang bawaan","A2","Netzwerk Neu A2","Sie können Ihr Gepäck hier sicher abstellen.","Anda bisa meletakkan bagasi Anda di sini dengan aman."
"hfb-203","Reiseleiter","der","die Reiseleiter","Nomen","Pemandu wisata","A2","Netzwerk Neu A2","Der Reiseleiter erklärt die Geschichte der alten Burg.","Pemandu wisata menjelaskan sejarah kastel kuno itu."
"hfb-204","Bereitschaft","die","kein Plural","Nomen","Kesiapan / Kerelaan berkorban","B1","Netzwerk Neu B1","Die Bereitschaft zu helfen ist groß.","Kesiapan untuk menolong sangat besar."
"hfb-205","Einstellung","die","die Einstellungen","Nomen","Sikap mental / Pola pikir","B1","Netzwerk Neu B1","Eine positive Einstellung erleichtert das Lernen.","Pola pikir positif mempermudah proses belajar."
"hfb-206","Einfluss","der","die Einflüsse","Nomen","Pengaruh / Dampak","B1","Netzwerk Neu B1","Die Kunst hat einen großen Einfluss auf unsere Kultur.","Seni memiliki pengaruh besar terhadap budaya kita."
"hfb-207","Machbarkeit","die","kein Plural","Nomen","Kelayakan implementasi","B2","Netzwerk Neu B2","Die Machbarkeit des Projekts wurde durch Experten bestätigt.","Kelayakan proyek telah dikonfirmasi oleh para pakar."
"hfb-208","Relevanz","die","kein Plural","Nomen","Relevansi / Keterkaitan signifikan","B2","Netzwerk Neu B2","Dieses Thema besitzt eine herausragende gesellschaftliche Relevanz.","Topik ini memiliki relevansi sosial yang luar biasa penting."
"hfb-209","Perspektive","die","die Perspektiven","Nomen","Sudut pandang / Prospek masa depan","B2","Netzwerk Neu B2","Aus wissenschaftlicher Perspektive gibt es klare Belege.","Dari sudut pandang ilmiah terdapat bukti-bukti yang jelas."
"wort-210","annehmen","","","Verb","mengambil (an-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'annehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'annehmen' berarti mengambil (pada/ke)."
"wort-211","abnehmen","","","Verb","mengambil (ab-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'abnehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'abnehmen' berarti mengambil (mulai dari/melepaskan)."
"wort-212","aufnehmen","","","Verb","mengambil (auf-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'aufnehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'aufnehmen' berarti mengambil (ke atas/terbuka)."
"wort-213","ausnehmen","","","Verb","mengambil (aus-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'ausnehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'ausnehmen' berarti mengambil (keluar/dari)."
"wort-214","beinehmen","","","Verb","mengambil (bei-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'beinehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'beinehmen' berarti mengambil (pada/di dekat)."
"wort-215","einnehmen","","","Verb","mengambil (ein-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'einnehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'einnehmen' berarti mengambil (ke dalam/memasuki)."
"wort-216","mitnehmen","","","Verb","mengambil (mit-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'mitnehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'mitnehmen' berarti mengambil (bersama/turut)."
"wort-217","nachnehmen","","","Verb","mengambil (nach-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'nachnehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'nachnehmen' berarti mengambil (menuju/sesudah)."
"wort-218","vornehmen","","","Verb","mengambil (vor-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'vornehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'vornehmen' berarti mengambil (di depan/sebelum)."
"wort-219","zunehmen","","","Verb","mengambil (zu-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zunehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'zunehmen' berarti mengambil (menutup/ke arah)."
"wort-220","übernehmen","","","Verb","mengambil (über-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'übernehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'übernehmen' berarti mengambil (melalui/melebihi)."
"wort-221","unternehmen","","","Verb","mengambil (unter-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'unternehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'unternehmen' berarti mengambil (di bawah)."
"wort-222","vernehmen","","","Verb","mengambil (ver-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'vernehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'vernehmen' berarti mengambil (proses perubahan)."
"wort-223","entnehmen","","","Verb","mengambil (ent-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'entnehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'entnehmen' berarti mengambil (melepaskan diri)."
"wort-224","benehmen","","","Verb","mengambil (be-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'benehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'benehmen' berarti mengambil (mengenai objek)."
"wort-225","zernehmen","","","Verb","mengambil (zer-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zernehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'zernehmen' berarti mengambil (menghancurkan)."
"wort-226","wiedernehmen","","","Verb","mengambil (wieder-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'wiedernehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'wiedernehmen' berarti mengambil (kembali/ulang)."
"wort-227","angeben","","","Verb","memberikan (an-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'angeben' sehr häufig: Sie gibt immer ihr Bestes.","Dalam bahasa Jerman kata 'angeben' berarti memberikan (pada/ke)."
"wort-228","abgeben","","","Verb","memberikan (ab-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'abgeben' sehr häufig: Sie gibt immer ihr Bestes.","Dalam bahasa Jerman kata 'abgeben' berarti memberikan (mulai dari/melepaskan)."
